CODIGO	NOMBRE	DEPARTAMENTO	MATRICULA TOTAL	Inicial 1	Inicial 2	Inicial 3	Parvularia 4	Parvularia 5	Parvularia 6	Primer Grado	Segundo Grado	Tercer Grado	Cuarto Grado	Quinto Grado	Sexto Grado	SÇptimo Grado	Octavo Grado	Noveno Grado	Primer A§o	Segundo A§o	Tercer A§o	Primer Grado - A§o 1	Primer Grado - A§o 2	Segundo Grado - A§o 1	Segundo Grado - A§o 2	Tercer Grado - A§o 1	Tercer Grado - A§o 2	Cuarto Grado - A§o 1	Cuarto Grado - A§o 2	Laboral Inicial A§o 1	Laboral Inicial A§o 2	Especializaci¢n Laboral A§o 1	Especializaci¢n Laboral A§o 2	Especializaci¢n Laboral A§o 3
86307	CENTRO ESCOLAR CASER÷O EL TABL‡N, CANT‡N GUANASTE	SAN MIGUEL	58				6	7	7	5	11	5	3	6	8																			
86308	CENTRO ESCOLAR CASER÷O APAPUERTA, CANT‡N TEPONAHUASTE	SAN MIGUEL	65				4	3	8	5	3	11	12	9	10																			
86309	"CENTRO ESCOLAR ""CANDELARIA EMPERATRIZ MORENO"""	SAN MIGUEL	30					4	2	5	3	2	4	4	6																			
86310	CENTRO ESCOLAR CANT‡N LA CANOA	USULUTµN	70				3	6	5	8	11	9	11	9	8																			
86311	CENTRO ESCOLAR CASER÷O EL MARILLO, CANT‡N LA CANOA	USULUTµN	34				6	3	4	6	1	2	4	3	5																			
86312	CENTRO ESCOLAR CASER÷O NUEVA ESPERANZA,  CANT‡N ZAMORANO	USULUTµN	328				6	26	16	26	23	22	27	28	38	44	40	32																
86313	CENTRO ESCOLAR CASER÷O LOS NARANJOS, CANT‡N EL CHAGUITE	USULUTµN	53					6	7	3	9	7	8	10	3																			
86314	CENTRO ESCOLAR CASER÷O LOS RIVERA, CANT‡N LAS PLAYITAS	USULUTµN	20				2	2		5		2	3	4	2																			
86315	CENTRO ESCOLAR CASER÷O LOS ALEMANES, CANT‡N EL DELIRIO	USULUTµN	57				5	10	2	7	5	6	6	9	7																			
86316	CENTRO ESCOLAR HACIENDA DE JOCO, CANT‡N AZACUALPIA DE JOCO	USULUTµN	51				2	5	6	5	7	5	7	8	6																			
86317	CENTRO ESCOLAR CASER÷O LOS PATIOS, CANT‡N GALINGAGUA	USULUTµN	46				4	6	5	6	4	4	7	6	4																			
86318	CENTRO ESCOLAR LOTIFICACI‡N LA BENDICI‡N, CANT‡N LOS PLANES	USULUTµN	54				9	6	4	5	5	7	7	5	6																			
86319	CENTRO ESCOLAR CASER÷O EL CONGO, CANT‡N LA ANCHILA	USULUTµN	70				5	7	12	8	7	10	10	8	3																			
86321	CENTRO ESCOLAR CASER÷O EL AMATILLO, CANT‡N SAN JOSê DE LA MONTA•A	CHALATENANGO	32					3	2	5	4	7	3	3	5																			
86323	CENTRO ESCOLAR CASER÷O VAINILLAS, CANT‡N COPALIO	CHALATENANGO	12				1		4	1		2	1		3																			
86325	"CENTRO ESCOLAR ""CANTON TIERRA BLANCA"""	SAN SALVADOR	14				2	1	5		2		1	3																				
86326	CENTRO ESCOLAR CASER÷O LA LOMA, CANT‡N EL TRANSITO 1	SAN SALVADOR	33				2	2	7	1	6	4	4	4	3																			
86327	CENTRO ESCOLAR CASER÷O MARTIRES JESUITAS, CANT‡N SAN LUCAS	SAN SALVADOR	43				2	5	5	3		4	1	7	6	1	3	6																
86329	CENTRO ESCOLAR CANT‡N SAN RAM‡N	SAN SALVADOR	15				1	1	3	1	2	3	2	1	1																			
86330	CENTRO ESCOLAR CANT‡N EL JUTILLO	SAN SALVADOR	62				6	6	3	3	7	3	7	6	6	5	4	6																
86331	CENTRO ESCOLAR COMUNIDAD SANTIAGO TORRES, CANT‡N NATIVIDAD	SAN SALVADOR	34				1	2	4	2	6	1	4	2	1	4	6	1																
86332	"COMPLEJO EDUCATIVO ""URBANIZACI‡N MONTECARMELO, CANT‡N SAN LUIS MARIONA"""	SAN SALVADOR	300				12	15	17	25	24	29	32	20	25	25	30	19	11	16														
86333	CENTRO ESCOLAR SECTOR UNIDO, CANT‡N SAN LUIS MARIONA	SAN SALVADOR	206				13	22	9	19	17	16	24	14	14	14	28	16																
86334	CENTRO ESCOLAR UNI‡N EUROPEA	LA UNI‡N	36					6	1		3	9	4	9	4																			
86335	"CENTRO ESCOLAR ""CANT‡N EL TEMPISQUE"""	LA UNI‡N	2										2																					
86336	"CENTRO ESCOLAR ""CASER÷O PASO FUENTES, CANT‡N QUESERAS"""	LA UNI‡N	23				1	2	1	5	2	3	3	6																				
86338	CENTRO ESCOLAR CASER÷O EL CHAGöITE, CANT‡N LAS MAR÷AS	LA UNI‡N	8					1		1	1		2	1	2																			
86339	CENTRO ESCOLAR CASER÷O MACHACAL,CANT‡N LA CRUZ	SAN VICENTE	8								2	2	1	1	2																			
86340	CENTRO ESCOLAR CASER÷O  NUEVO NANCE AMARILLO CANT‡N RIO FRIO	AHUACHAPµN	104				3	8	9	8	12	16	20	17	11																			
86341	CENTRO ESCOLAR CASER÷O EL PARAISO,CANT‡N SAN JOSê EL NARANJO	AHUACHAPµN	103				6	13	13	4	14	8	19	13	13																			
86342	CENTRO ESCOLAR CASER÷O LOS ALTUVE, CANT‡N GUACHIPIL÷N	AHUACHAPµN	87				2	4	7	7	7	7	10	9	11	4	10	9																
86343	CENTRO ESCOLAR CASER÷O LAS CUEVITAS, CANT‡N EL ROSARIO	AHUACHAPµN	132				5	7	11	12	14	13	19	8	11	12	14	6																
86344	CENTRO ESCOLAR CASER÷O EL PALMAR, CANT‡N CARA SUCIA	AHUACHAPµN	221				5	10	10	22	24	20	20	28	19	24	24	15																
86345	CENTRO ESCOLAR CASER÷O BRISAS DEL MAR, CANT‡N GARITA PALMERA	AHUACHAPµN	106				3	7	16	13	12	16	14	15	10																			
86346	CENTRO ESCOLAR CASER÷O EL DURAZNE•O, CANT‡N EL CHAGUITE	AHUACHAPµN	34				5	5	3	4	7	2	5	1	2																			
86347	CENTRO ESCOLAR CASER÷O CUESTA DEL GAVILµN , CANT‡N SAN JUAN	AHUACHAPµN	93				3	13	14	8	8	19	16	6	6																			
86348	CENTRO ESCOLAR CASER÷O NUEVO AMANECER, CANT‡N PALO PIQUE	AHUACHAPµN	146				2	13	24	19	20	22	18	17	11																			
86349	CENTRO ESCOLAR CANT‡N MONTENEGRO	SANTA ANA	65				3	4	5	2	6	7	9	5	7	8	4	5																
86350	CENTRO ESCOLAR CASER÷O QUEBRADA DE AGUA, CANT‡N MONTE NEGRO	SANTA ANA	82				1	2	3	8	10	9	13	5	11	13	3	4																
86351	COMPLEJO EDUCATIVO CASER÷O SAN MIGUELITO,  CANT‡N TECOMAPA	SANTA ANA	372				4	19	32	25	22	27	34	29	31	30	41	24	33	21														
86352	CENTRO ESCOLAR CANT‡N HACIENDITA DOS	CUSCATLµN	25				1	4		2	2	5	5	4	2																			
86353	CENTRO ESCOLAR CANT‡N LA GUACAMAYA	MORAZµN	24				1	1	5	3	3	2	4	3	2																			
86354	"CENTRO ESCOLAR ""CASER÷O FLORES SEGOVIA, CANT‡N LAGUNETAS"""	MORAZµN	41				3	5	6	7	7	2	4	6	1																			
86355	CENTRO ESCOLAR CASER÷O EL PORVENIR, CANT‡N SAN MARCOS	MORAZµN	9					1	1	2	2			1	2																			
86356	CENTRO ESCOLAR CASER÷O LAS PILAS, CANT‡N TIERRA COLORADA	MORAZµN	23				2	2	2	2		6	3	2	4																			
86357	CENTRO ESCOLAR CASER÷O LAS MAR÷AS, CANT‡N PUEBLO VIEJO	MORAZµN	29				2	2	5	7	3	2	4	2	2																			
86358	CENTRO ESCOLAR CASER÷O ESTANZUELAS, CANT‡N PATURLA	MORAZµN	17				2	2	5	2	4		2																					
86359	CENTRO ESCOLAR CASER÷O YANCOLO, CANT‡N AGUA BLANCA	MORAZµN	45				3	3	7	3	4	5	5	12	3																			
86360	"CENTRO ESCOLAR CASER÷O LA CACALOTA, CANT‡N LA LAGUNA"""	MORAZµN	38				2	3	1	3	5	2	4	4	3	6	3	2																
86361	CENTRO ESCOLAR CASER÷O LAS CRUCES, CANT‡N PIEDRA PARADA	MORAZµN	50				4	6	4	4	8	6	4	7	7																			
86362	CENTRO ESCOLAR CANT‡N EL SITIO	CHALATENANGO	8				1	1		2	1			2	1																			
86363	"CENTRO ESCOLAR ""CASER÷O TEMEPECHIN, CANT‡N EL TABLON"""	MORAZµN	22				1	2	4	2	1	3	2	1	6																			
86364	"CENTRO ESCOLAR ""CASER÷O LA CAIDA, CANT‡N TIJERETAS"""	MORAZµN	25				1	2	4	3	1	4	4	2	4																			
86365	CENTRO ESCOLAR CASER÷O EL RUCIO, CANT‡N CALAVERA	MORAZµN	62				3	8	4	4	5	2	4	8	6	6	9	3																
86366	CENTRO ESCOLAR CASER÷O PALO BLANCO, CANT‡N BUENA VISTA	CUSCATLµN	50				4	3	9	5	5	3	5	4	3	2	4	3																
86367	CENTRO ESCOLAR CASER÷O MONTE RICO, CANT‡N EL COYOL	SONSONATE	22					4	5	2	1	2	4	2	2																			
86368	CENTRO ESCOLAR HACIENDA BARRIO NUEVO, CANT‡N SANTA CRUZ PORRILLO	SAN VICENTE	28				4	5	2	1	3	3	3	5	2																			
86370	CENTRO ESCOLAR CASER÷O LINDA VISTA,  CANT‡N LA DANTA	SANTA ANA	10							1	1		3	1	4																			
86371	CENTRO ESCOLAR 'FLAVIO PALMA QUINTEROS'	SAN MIGUEL	39				3	5	2	9	4	6	3	2	5																			
86372	CENTRO ESCOLAR CANT‡N SAN FRANCISCO	CUSCATLµN	80				2	15	10	8	10	15	7	9	4																			
86373	CENTRO ESCOLAR CASER÷O LOMA DE TEPILO, CANT‡N SAN JOSê CARRIZAL	LA PAZ	20				1	4	4	4	1	2	2	2																				
86374	CENTRO ESCOLAR CASER÷O LOMA EL ESPINO, CANT‡N EL LAZARETO	LA PAZ	23				3	4	3	1	2	2	4	2	2																			
86375	"CENTRO ESCOLAR CASER÷O EL VOLCANCITO, CANT‡N EL ROBLE"""	LA PAZ	38				3	4	3	5	6	5	4	4	4																			
86376	CENTRO ESCOLAR CANT‡N SANTA RITA ALMENDRO	LA PAZ	91					6	8	9	6	5	14	8	11	9	8	7																
86377	CENTRO ESCOLAR CASER÷O EL CARRIZAL, CANT‡N SAN ANTONIO ARRIBA	LA PAZ	115				7	4	8	13	10	4	12	14	7	14	14	8																
86379	CENTRO ESCOLAR CASER÷O BORDO CHELE, CANT‡N SAN ANTONIO LOS BLANCOS	LA PAZ	58					6	9	6	2	14	6	13	2																			
86380	CENTRO ESCOLAR CASER÷O CAPULATASTE, CANT‡N LOS LAURELES	LA PAZ	47				2	4	5	5	8	8	8	3	4																			
86381	CENTRO ESCOLAR CANT‡N CERCO DE PIEDRA	SAN SALVADOR	202				10	12	16	17	14	17	28	16	21	23	10	18																
86383	CENTRO ESCOLAR CASER÷O LA SABANA, CANT‡N PISHISHAPA	SAN SALVADOR	217				6	15	18	10	25	17	31	24	15	23	15	18																
86384	CENTRO ESCOLAR COMUNIDAD LOS LLANITOS, CANT‡N CABA•A ABAJO	SAN SALVADOR	161				7	10	10	14	16	15	22	16	16	16	11	8																
86385	CENTRO ESCOLAR CASER÷O HUITIUPA, CANT‡N SAN RAFAEL	SAN SALVADOR	67				6	5	8	5	10	7	9	10	7																			
86386	CENTRO ESCOLAR CASER÷O EL ROSARIO, CANT‡N SAN JERONIMO	SAN SALVADOR	146				7	6	7	15	17	18	18	12	13	16	8	9																
86387	"CENTRO ESCOLAR SECTOR LA BOMBA, CANT‡N EL ZACAMIL"""	SAN SALVADOR	110				9	11	6	11	10	8	5	14	13	6	11	6																
86388	CENTRO ESCOLAR COMUNIDAD LA PAZ, CANT‡N SAN LUIS MARIONA	SAN SALVADOR	50				7	6	5	8	7	5	5	3	4																			
86389	CENTRO ESCOLAR COMUNIDAD PLANES DE MARIONA, CANT‡N SAN LUIS MARIONA	SAN SALVADOR	148				6	6	9	12	6	16	21	18	13	16	12	13																
86390	CENTRO ESCOLAR COOPERATIVA EL CEDRAL, CANT‡N ALDEA DE LAS MERCEDES	SAN SALVADOR	121				4	12	12	12	14	8	13	12	5	10	11	8																
86391	CENTRO ESCOLAR CASER÷O EL JABALI, CANT‡N GALERA QUEMADA	SAN SALVADOR	154				12	21	11	19	22	17	21	20	11																			
86392	CENTRO ESCOLAR CASER÷O LA JUNTA, CANT‡N JOYA GALANA	SAN SALVADOR	85				5	7	10	8	19	14	9	6	7																			
86393	CENTRO ESCOLAR LOTIFICACI‡N SANTA CARLOTA N¯ 1, CANT‡N JOYA GALANA	SAN SALVADOR	285				17	21	18	26	29	21	27	25	21	33	23	24																
86394	CENTRO ESCOLAR LOTIFICACI‡N PETACONES, CANT‡N JOYA GALANA	SAN SALVADOR	142				5	13	15	16	20	12	22	20	19																			
86395	CENTRO ESCOLAR CANT‡N LAS DELICIAS	SAN SALVADOR	161				5	7	12	11	15	9	18	14	16	23	16	15																
86396	CENTRO ESCOLAR CANT‡N SUCHINANGO	SAN SALVADOR	45				5	3	3	3	5	7	9	10																				
86397	CENTRO ESCOLAR CASER÷O LOS LINDEROS, CANT‡N AZACUALPA	SAN SALVADOR	30					4	4		5	3	7	5	2																			
86398	CENTRO ESCOLAR CASER÷O LAS JOYITAS, CANT‡N SANTA LUC÷A LOS PALONES	SAN SALVADOR	92				7	8	16	10	12	9	12	12	6																			
86399	CENTRO ESCOLAR COMUNIDAD MONTELIZ, CANT‡N PLANES DE RENDERO	SAN SALVADOR	53				2	6	4	5	11	7	9	4	5																			
86400	CENTRO ESCOLAR CASER÷O SAN LUIS CORDOVA, CANT‡N LOS TRONCONES	SAN SALVADOR	33					2	3	3	3	1	5	1	3	4	7	1																
86401	CENTRO ESCOLAR CASER÷O LOS OLIVOS, CANT‡N EL CERRITO	SONSONATE	42				3	6	10	4	6	3	6	4																				
86402	CENTRO ESCOLAR CASER÷O SAN MARCELINO, CANT‡N LAS MAR÷AS	SONSONATE	45				2	4	3	6	9	8	3	1	9																			
86403	CENTRO ESCOLAR CASER÷O SAN NICOLµS, CANT‡N LAS MAR÷AS	SONSONATE	35				2	6	5	6	1	4	4	4	3																			
86404	CENTRO ESCOLAR CASER÷O CEGA, CANT‡N TALCOMUNCA	SONSONATE	180				9	15	13	17	18	18	21	24	11	16	10	8																
86406	CENTRO ESCOLAR HACIENDA LAS VICTORIAS, CANT‡N EL ZAPOTE	SONSONATE	120				3	7	12	10	16	8	19	12	13	4	7	9																
86408	CENTRO ESCOLAR CANT‡N NOMBRE DE DIOS	LA LIBERTAD	128				4	10	14	12	13	9	8	16	16	9	8	9																
86409	CENTRO ESCOLAR CASER÷O EL ZAPOTE, CANT‡N EL CASTILLO	LA LIBERTAD	43				1	4	5	6	5	4	6	6	6																			
86410	"COMPLEJO EDUCATIVO ""JOSê ANTONIO ESCOBAR GUILLêN"""	LA LIBERTAD	657				14	36	65	47	46	51	58	59	42	53	44	52	56	34														
86411	CENTRO ESCOLAR CASER÷O LOMAS DEL ESPINO, CANT‡N GIR‡N	LA LIBERTAD	122				1	12	8	5	15	8	7	11	10	12	15	18																
86412	COMPLEJO EDUCATIVO CASER÷O LAS PAMPAS, CANT‡N EL SITIO	USULUTµN	219				19	15	12	16	18	22	29	26	14	19	15	14																
86413	CENTRO ESCOLAR CASER÷O BUENA VISTA, CANT‡N APASTEPEQUE	USULUTµN	63				9	3	11	2	9	5	8	10	6																			
86414	CENTRO ESCOLAR CASER÷O EL PLANTEL, CANT‡N EL ALMENDRO	USULUTµN	44				2	4	10	4	6	3	7	5	3																			
86415	CENTRO ESCOLAR CASER÷O EL REFUGIO, CANT‡N SANTA BARBARA	USULUTµN	6					1				1		4																				
86416	"COMPLEJO EDUCATIVO ""CASER÷O NUEVO GUALCHO, CANT‡N AZACUALPIA"""	USULUTµN	167				3	8	14	6	9	17	16	12	14	7	15	9	18	19														
86417	CENTRO ESCOLAR CASER÷O LOS PALOMOS, CANT‡N AGUACAYO	USULUTµN	36				4	4	1	4	3	4	9	3	4																			
86418	CENTRO ESCOLAR CASER÷O SANTA ELENA, CANT‡N SANTA CATARINA	SAN VICENTE	15				1	2	3	2			1	2	4																			
86419	CENTRO ESCOLAR CASER÷O AYALITAS, CANT‡N SANTA CATARINA	SAN VICENTE	21				2		1	1	5	5	3	3	1																			
86420	CENTRO ESCOLAR CASER÷O EL RINC‡N, CANT‡N LAS ROSAS	SAN VICENTE	50				8	3	1	6	7	5	5	6	9																			
86421	CENTRO ESCOLAR CASER÷O LA PERIQUERA, CANT‡N EL ROSARIO	SAN VICENTE	33				6	1	4	5	1	5	4	3	4																			
86424	CENTRO ESCOLAR CASER÷O SANTA TERESA, CANT‡N SAN ISIDRO	SAN VICENTE	18				7	1		3	1		4	2																				
86425	CENTRO ESCOLAR  CASER÷O CERRO EL TORO, CANT‡N LA TRINIDAD	CABA•AS	103				1	3	6	8	7	9	9	13	16	10	12	9																
86426	CENTRO ESCOLAR CASER÷O LA HACIENDA, CANT‡N SAN NICOLAS	CABA•AS	47				2	2	5	6	8	10	3	6	5																			
86427	CENTRO ESCOLAR CASER÷O SAN FRANCISCO, CANT‡N SAN  GREGORIO	CABA•AS	10								1		4	1	4																			
86428	"CENTRO ESCOLAR ""CASER÷O BUENOS AIRES, CANT‡N LA CONCEPCI‡N"""	CABA•AS	16				3	4	2	4	1	1	1																					
86429	CENTRO ESCOLAR CASER÷O LOS FILOS, CANT‡N PALACIOS	CABA•AS	44					1	6	8	9	4	8	3	5																			
86430	"CENTRO ESCOLAR ""CANT‡N PARATAO"""	CABA•AS	23							3	2	7	5	1	5																			
86431	"CENTRO ESCOLAR ""CASER÷O SAN FELIPE, CANT‡N SANTA MARTA"""	CABA•AS	52				6	2	8	5	5	5	8	5	8																			
86432	"CENTRO ESCOLAR ""CASER÷O EL RODEO, CANT‡N SANTA MARTA"""	CABA•AS	33				1	5	4		9	6		5	3																			
86433	"COMPLEJO EDUCATIVO ""10 DE OCTUBRE 1987"""	CABA•AS	347				16	16	18	17	22	26	22	22	35	39	36	16	40	22														
86434	CENTRO ESCOLAR CASER÷O LA MONTA•A, CANT‡N SAN FRANCISCO DEL MONTE	CABA•AS	76				5	2	8	8	7	12	15	13	6																			
86435	"CENTRO ESCOLAR ""CASER÷O MUNDO NUEVO, CANT‡N LAS HUERTAS"""	CABA•AS	14				1		1	1	1	2	2	1	5																			
86436	CENTRO ESCOLAR CASER÷O LAS VAINILLAS, CANT‡N EL IZCATAL	CABA•AS	31				2	6	2	3	1	5	3	5	4																			
86437	CENTRO ESCOLAR CASER÷O EL CHAPARRAL, CANT‡N SAN ANTONIO GRANDE	SAN SALVADOR	48				6	9	4	6	7	4	8	3	1																			
86438	"CENTRO ESCOLAR COMUNIDAD AARON JOAQU÷N, CANT‡N LA PALMA"""	SAN SALVADOR	385			14	19	25	31	29	39	22	47	34	43	25	24	33																
86439	CENTRO ESCOLAR CANT‡N LAS BRISAS	LA LIBERTAD	28				1	2	4	4	2	3	2	1	3	2	3	1																
86440	CENTRO ESCOLAR COOPERATIVA LOS PINOS, CANT‡N CANGREJERA	LA LIBERTAD	110				5	4	12	16	14	18	17	14	10																			
86441	CENTRO ESCOLAR LOTIFICACI‡N BOSQUE VERDE, CANT‡N EL CIMARR‡N	LA LIBERTAD	27				3	2	3	5	2	5	4	1	2																			
86442	CENTRO ESCOLAR COMUNIDAD TOLUCA, CANT‡N MELARA	LA LIBERTAD	40				3	1	5	8	7	5	3	3	5																			
86443	CENTRO ESCOLAR CASER÷O EL CHILAR, CANT‡N AGUA ESCONDIDA	LA LIBERTAD	41				6	16	19																									
86444	CENTRO ESCOLAR CASER÷O SAN JOSê GUADALUPE, CANT‡N EL PE•‡N	LA LIBERTAD	15				1	1		2	5	1	2	1	2																			
86445	CENTRO ESCOLAR COMUNIDAD NUEVO AMANECER, CANT‡N SAN JUAN BUENA VISTA	LA LIBERTAD	24				1	3	4	2		3	3	1	7																			
86446	CENTRO ESCOLAR LOTIFICACI‡N MIRAFLORES III, CANT‡N LA CUCHILLA	LA PAZ	71				7	10	4	10	10	7	6	11	6																			
86447	CENTRO ESCOLAR CANT‡N VERACRUZ	LA PAZ	57				6	6	8	10	11	4	5	5	2																			
86448	CENTRO ESCOLAR CANT‡N TEPECHAME	LA PAZ	64				3	8	5	5	7	4	10	13	9																			
86449	CENTRO ESCOLAR CANT‡N LA ANONA	LA PAZ	54				5	4	9	4	7	8	7	4	6																			
86450	"CENTRO ESCOLAR ""CASER÷O EL MELONAL, CANT‡N PIEDRAS BLANCAS """	LA UNI‡N	48				4	8	2	9	9	2	4	7	3																			
86451	"CENTRO ESCOLAR ""CASER÷O EL ESCAL‡N, CANT‡N HONDURITAS"""	LA UNI‡N	47				6	5	7	4	4	3	3	7	8																			
86452	"CENTRO ESCOLAR ""CASER÷O CARBONES, CANT‡N GUERIPE """	LA UNI‡N	38				2	2	6	8	2	2	6	5	5																			
86453	"CENTRO ESCOLAR ""CASER÷O LOS GUTIERREZ, CANT‡N TERRERITOS"""	LA UNI‡N	33				3		7	2	4	3	2	6	6																			
86454	"CENTRO ESCOLAR ""CASER÷O LOS REYES Nß 2, CANT‡N  TERRERITO"""	LA UNI‡N	23				3	1	3	3	3		3	4	3																			
86455	"CENTRO ESCOLAR ""CASER÷O EL COYOL, CANT‡N QUESERAS"""	LA UNI‡N	10				2	3		3			2																					
86456	"CENTRO ESCOLAR ""CASER÷O GUEVARA FUENTES, CANT‡N TALPETATE"""	LA UNI‡N	15					3	2	1	1	1	3	3	1																			
86457	"CENTRO ESCOLAR ""CANT‡N EL TIHUILOTAL"""	LA UNI‡N	44				5	5	4	8	5	6	5	2	4																			
86458	"CENTRO ESCOLAR ""CANT‡N  VOLCANCILLO"""	LA UNI‡N	40					6	1	7	2	5	5	10	4																			
86459	"CENTRO ESCOLAR ""CASER÷O VIROLA, CANT‡N CANAIRE"""	LA UNI‡N	5							1		2		2																				
86460	CENTRO ESCOLAR CANT‡N FLOR AMARILLA ABAJO	SANTA ANA	80					6	16	10	6	10	10	15	7																			
86462	"CENTRO ESCOLAR CANT‡N LA LIBERTAD"""	SANTA ANA	41				3	4	2	1	2	2	8	8		6	2	3																
86463	CENTRO ESCOLAR CASER÷O SANTO DOMINGO, CANT‡N EL FLOR	SANTA ANA	22				1	1	3	4	1	3	1	3	5																			
86464	CENTRO ESCOLAR CASER÷O SAN LUIS, CANT‡N SANTA CRUZ	SANTA ANA	22				3	4	2	3	3	2	3	2																				
86465	CENTRO ESCOLAR CANT‡N EL CHILAMATE	SANTA ANA	58				4	6	9	3	11	10	3	3	9																			
86466	CENTRO ESCOLAR CANT‡N SAN FELIPE	SANTA ANA	10					3	2	1			2	2																				
86467	CENTRO ESCOLAR CANT‡N EL JUNQUILLO	SANTA ANA	10						3	1	2		2	1	1																			
86468	"CENTRO ESCOLAR ""GIL EFIGENIO DUARTE MAGA•A """	SANTA ANA	22				1	1	3	3	3	1	1	3	6																			
86469	CENTRO ESCOLAR CASER÷O VALLE NUEVO, CANT‡N CUJUCUYO	SANTA ANA	48				1	1	9	6	2	8	13	4	4																			
86470	CENTRO ESCOLAR CASER÷O PIEDRAS NEGRAS, CANT‡N COSTA RICA	SANTA ANA	16				4	1	7			4																						
86471	CENTRO ESCOLAR CASER÷O EL TAMARINDO, CANT‡N EL JUTE	SANTA ANA	36				1	9	4	4	2	4	3	3	6																			
86472	CENTRO ESCOLAR CASER÷O PILETAS, CANT‡N SANTO TOMAS	SANTA ANA	25					4	2	4	3	2	3	5	2																			
86473	"CENTRO ESCOLAR CASER÷O PLAN  GRANDE, CANT‡N EL ROSARIO"""	SANTA ANA	19							4	2	2	5	4	2																			
86474	CENTRO ESCOLAR CASER÷O TONCONTIN, CANT‡N SAN ANTONIO LA JUNTA	SANTA ANA	30					2	1	1	4	2	5	5	5		3	2																
86475	"CENTRO ESCOLAR ""PROFESORA MONICA DEL CARMEN MELARA DE BENAVIDES"""	SANTA ANA	36					1		5	3	6	4	3	5	6		3																
86476	CENTRO ESCOLAR CASER÷O SANTA CRUZ, CANT‡N LA JOYA	SANTA ANA	12						1	3	3	2	1	2																				
86477	CENTRO ESCOLAR CASER÷O EL ZAPOTE BRUJO, CANT‡N EL BRUJO	SANTA ANA	29					8		3	3	2	5	3	5																			
86478	CENTRO ESCOLAR CANT‡N SAN ANTONIO MASAHUAT	SANTA ANA	57					5	8	5	7	6	8	12	6																			
86479	CENTRO ESCOLAR CASER÷O LA BOLSA, CANT‡N SAN ANTONIO LA JUNTA	SANTA ANA	21				2	1	4	5	1	3		1	4																			
86480	CENTRO ESCOLAR CASER÷O LA JUNTA, CANT‡N LA ISLA	SANTA ANA	14					2	2	3	1	1	1	1	3																			
86481	CENTRO ESCOLAR CASER÷O LOS SITIOS, CANT‡N SAN JOSê CAMULIAN	SANTA ANA	11					3	1			2	2	2	1																			
86482	CENTRO ESCOLAR COLONIA TRINIDAD, CANT‡N TECOMAPA	SANTA ANA	85				4	14	7	13	6	14	14	7	6																			
86483	CENTRO ESCOLAR CASER÷O SALITRILLO, CANT‡N ALDEA EL ZAPOTE	SANTA ANA	25					1	2	1	3	3	6	5	4																			
86484	CENTRO ESCOLAR CANT‡N LAS QUEBRADAS	LA LIBERTAD	18					3	2	2	2		4	3	2																			
86485	CENTRO ESCOLAR COMUNIDAD LOS CEDROS	LA LIBERTAD	160				5	7	10	23	25	24	24	21	21																			
86487	CENTRO ESCOLAR CASER÷O MONTE SAGRADO, CANT‡N QUEZALAPA ABAJO	AHUACHAPµN	26					2	2	5	5	2	5	3	2																			
86488	CENTRO ESCOLAR CANT‡N LOS TOLES	AHUACHAPµN	197				9	25	24	11	14	12	21	22	13	17	15	14																
86489	CENTRO ESCOLAR CANT‡N  EL TIGRE	AHUACHAPµN	101				8	15	7	15	17	10	14	10	5																			
86490	CENTRO ESCOLAR HACIENDA EL CARMEN, CANT‡N R÷O FR÷O	AHUACHAPµN	159				9	14	11	14	11	25	26	11	11	14	13																	
86491	CENTRO ESCOLAR CASER÷O LOS PIN, CANT‡N LOS HUATALES	AHUACHAPµN	66				8	9	8	6	9	12	6	6	2																			
86492	CENTRO ESCOLAR CASER÷O LOS MENDOZA, CANT‡N EL J÷CARO	AHUACHAPµN	72				5	9	9	7	10	6	13	5	8																			
86493	CENTRO ESCOLAR CASER÷O LA JOYA, CANT‡N LA PANDEADURA	AHUACHAPµN	55				1	8	4	9	6	9	11	1	6																			
86494	CENTRO ESCOLAR CASER÷O LOS COPINOLES, CANT‡N EL CHAGUITE	AHUACHAPµN	45					8	4	6	5	6	7	5	4																			
86495	CENTRO ESCOLAR CASER÷O LA CARRASPOSA, CANT‡N EL RODEO	AHUACHAPµN	75				2	8	11	13	9	5	9	12	6																			
86496	CENTRO ESCOLAR COLONIA DIVINA PROVIDENCIA, CANT‡N GUASCOTA	AHUACHAPµN	102				11	11	8	10	12	11	16	11	12																			
86498	CENTRO ESCOLAR CASER÷O EL MARTILLO, CANT‡N JOCOTILLO	AHUACHAPµN	31				1	6	4	6	2	3	1	4	4																			
86499	CENTRO ESCOLAR CASER÷O GRACIAS A DIOS, CANT‡N LA HACHADURA	AHUACHAPµN	126				8	9	16	25	7	13	17	7	6	6	8	4																
86500	CENTRO ESCOLAR CANTON LOS NARANJOS	CHALATENANGO	21					3	3	1	3	3	4	1	3																			
86501	CENTRO ESCOLAR CASER÷O EL TABANCO, CANT‡N EL ZAPOTE	CHALATENANGO	15						5		2		4	4																				
86502	CENTRO ESCOLAR CASER÷O EL CACAO, CANT‡N SUNAPA	CHALATENANGO	15						2	3	3	2	1	2	2																			
86503	"CENTRO ESCOLAR ""AMIGOS DE IOWA"""	USULUTµN	48				4	5	5	9	4	6	5	8	2																			
