CODIGO	NOMBRE	DEPARTAMENTO	MATRICULA TOTAL	Inicial 1	Inicial 2	Inicial 3	Parvularia 4	Parvularia 5	Parvularia 6	Primer Grado	Segundo Grado	Tercer Grado	Cuarto Grado	Quinto Grado	Sexto Grado	SÇptimo Grado	Octavo Grado	Noveno Grado	Primer A§o	Segundo A§o	Tercer A§o	Primer Grado - A§o 1	Primer Grado - A§o 2	Segundo Grado - A§o 1	Segundo Grado - A§o 2	Tercer Grado - A§o 1	Tercer Grado - A§o 2	Cuarto Grado - A§o 1	Cuarto Grado - A§o 2	Laboral Inicial A§o 1	Laboral Inicial A§o 2	Especializaci¢n Laboral A§o 1	Especializaci¢n Laboral A§o 2	Especializaci¢n Laboral A§o 3
13033	"CENTRO ESCOLAR ""FINCA SANTA ISABEL CANTON EL VOLCAN"""	SAN MIGUEL	244				2	13	21	21	21	26	34	36	20	25	16	9																
13034	"CENTRO ESCOLAR ""CASERIO EL TULAR, CANTON LAS DELICIAS"""	SAN MIGUEL	137				10	3	7	3	14	12	13	16	10	15	18	16																
13035	"CENTRO ESCOLAR ""CASERIO LAS HOJAS, CANTON LAS DELICIAS"""	SAN MIGUEL	32				3		4	3	3	4	2	6	7																			
13036	"CENTRO ESCOLAR ""CASERIO EL TAMARINDO, CANTON LAS DELICIAS"""	SAN MIGUEL	27				3	1	2	6	4	3	3	3	2																			
13037	"CENTRO ESCOLAR ""CANTON SAN ANTONIO CHAVEZ"""	SAN MIGUEL	132				9	6	8	8	12	11	14	19	9	12	15	9																
13038	"CENTRO ESCOLAR ""CANTON EL BRAZO"""	SAN MIGUEL	258				4	10	27	10	20	25	26	27	20	39	30	20																
13039	"CENTRO ESCOLAR ""CASERIO LOS RANCHOS, CANTON MIRAFLORES"""	SAN MIGUEL	119					12	7	6	8	17	13	14	11	9	7	15																
13040	"CENTRO ESCOLAR ""CASERIO AGUA ZARCA, CANTON SANTA INES"""	SAN MIGUEL	267					11	20	19	18	17	36	26	24	30	28	38																
13041	"COMPLEJO EDUCATIVO ""CANTON HATO NUEVO"""	SAN MIGUEL	646				16	32	40	38	56	44	74	64	51	52	71	36	47	25														
13042	CENTRO ESCOLAR  CANT‡N CONCEPCI‡N COROZAL	SAN MIGUEL	104					3	9	11	11	10	19	6	14	13	8																	
13043	"CENTRO ESCOLAR ""CANTON SANTA INES"""	SAN MIGUEL	78				5	7	4	7	8	9	12	14	12																			
13044	"CENTRO ESCOLAR ""CASERIO EL SASO, CANTON EL HAVILLAL"""	SAN MIGUEL	35				3	5	4	1	2	6	7	4	3																			
13045	"COMPLEJO EDUCATIVO ""FE Y ALEGRIA"""	SAN MIGUEL	1537				77	90	98	128	139	112	156	121	121	122	121	116	69	42	25													
13046	"CENTRO ESCOLAR ""CANTON LAS CASITAS"""	SAN MIGUEL	80				8	5	8	11	8	11	16	7	6																			
13047	"CENTRO ESCOLAR ""CANTON SAN JACINTO"""	SAN MIGUEL	180				8	9	11	8	9	15	20	25	18	18	16	23																
13048	"CENTRO ESCOLAR ""SALVADOR MAGA•A """	SAN MIGUEL	209				5	10	13	9	23	20	26	25	19	14	28	17																
13049	"CENTRO ESCOLAR ""CANTON EL ZAMORAN"""	SAN MIGUEL	255				12	21	21	26	18	26	28	32	24	18	13	16																
13050	"CENTRO ESCOLAR ""CANTON LAS MESAS"""	SAN MIGUEL	11					4			1	1	1	3	1																			
13051	"CENTRO ESCOLAR ""CANT‡N EL REBALSE"""	SAN MIGUEL	552				9	23	35	36	64	49	46	65	40	64	67	54																
13052	"CENTRO ESCOLAR ""CANTON CONCEPCION COROZALITO"""	SAN MIGUEL	7							2	1		2	2																				
13053	"COMPLEJO EDUCATIVO ""CANT‡N MONTE GRANDE"""	SAN MIGUEL	756				11	26	43	55	66	83	68	67	61	78	68	49	47	34														
13054	"CENTRO ESCOLAR ""CASERIO SANTA LUCIA, CANTON LAS LOMITAS"""	SAN MIGUEL	302				13	25	24	21	16	22	44	30	27	33	22	25																
13055	"CENTRO ESCOLAR ""CANTON ANCHICO"""	SAN MIGUEL	143				3	9	7	10	15	11	13	17	20	15	13	10																
13056	"CENTRO ESCOLAR ""MANUEL JOSE ARCE"""	SAN MIGUEL	294				7	14	20	28	26	37	42	23	24	21	31	21																
13057	"CENTRO ESCOLAR ""CANTON EL TECOMATAL"""	SAN MIGUEL	116				3	7	7	14	6	11	11	12	13	12	11	9																
13059	"COMPLEJO EDUCATIVO  ""CANT‡N EL PAPAL‡N"""	SAN MIGUEL	434				10	13	31	27	31	38	29	31	34	54	39	38	26	33														
13060	"CENTRO ESCOLAR ""DOCTOR JOSE ANTONIO QUIROZ"""	SAN MIGUEL	177				4	14	11	15	19	11	22	15	19	11	15	21																
13061	"CENTRO ESCOLAR ""CANTON LAS LOMITAS"""	SAN MIGUEL	53				5	7	2	2	6	2	6	7	8	2		6																
13062	"CENTRO ESCOLAR ""CANTON EL DELIRIO"""	SAN MIGUEL	198				2	12	16	21	16	22	16	24	20	14	24	11																
13063	"CENTRO ESCOLAR ""CANTON HUISCOYOL"""	SAN MIGUEL	81				5	8	10	7	13	15	9	9	5																			
13064	"CENTRO ESCOLAR ""CANTON  EL CERRO BONITO"""	SAN MIGUEL	41				1	4	7	6	4	2	6	5	6																			
13065	"CENTRO ESCOLAR ""CANTON SAN ANDRES"""	SAN MIGUEL	151				5	12	10	10	16	13	14	12	20	11	11	17																
13066	"COMPLEJO EDUCATIVO ""JULIO CêSAR MALDONADO"""	SAN MIGUEL	610				6	15	26	31	33	41	52	52	43	52	45	44	96	74														
13067	"CENTRO ESCOLAR ""PROFESORA LILIAN ISABEL PE•A DE ORELLANA"""	SAN MIGUEL	523				7	31	40	42	39	53	57	66	47	55	35	51																
13068	"COMPLEJO EDUCATIVO  ""CANT‡N SAN ANTONIO SILVA"""	SAN MIGUEL	506				6	34	45	34	38	62	53	61	38	58	39	38																
13069	"CENTRO ESCOLAR ""CANTON MIRAFLORES"""	SAN MIGUEL	225				3	17	19	21	20	17	29	23	20	19	21	16																
13070	CENTRO ESCOLAR CANT‡N LA TRINIDAD	SAN MIGUEL	134				3	10	10	9	8	12	14	21	15	12	7	13																
13071	"CENTRO ESCOLAR ""HERBERT DE SOLA"""	SAN MIGUEL	769				22	46	46	70	76	58	89	79	72	85	64	62																
13072	"COMPLEJO EDUCATIVO  ""CANT‡N LA CANOA"""	SAN MIGUEL	269				8	11	18	15	15	16	20	22	18	26	31	24	26	19														
13073	"CENTRO ESCOLAR ""MILAGRO DE LA PAZ"""	SAN MIGUEL	698				21	29	58	72	51	59	93	73	70	74	50	48																
13074	"CENTRO ESCOLAR ""CANTON EL JALACATAL"""	SAN MIGUEL	278				9	19	16	26	26	28	21	28	21	29	28	27																
13075	CENTRO ESCOLAR PROFESOR ATILIO ARMANDO PEREZ SOTO	SAN MIGUEL	233				3	15	15	16	14	24	22	30	22	31	20	21																
13076	"ESCUELA DE EDUCACION PARVULARIA ""MONSE•OR BASILIO PLANTIER"""	SAN MIGUEL	45				19	19	7																									
13077	"ESCUELA DE EDUCACI‡N PARVULARIA ""PROFESORA GRACIELA FLORES VIUDA DE GRIMALDI"""	SAN MIGUEL	255			25	72	78	80																									
13079	"CENTRO ESCOLAR ""DOCTOR ARTURO RAMON AVILA"""	SAN MIGUEL	33				1	2	4	2	7	1	8	1	7																			
13080	"CENTRO ESCOLAR ""CANTON   ALTO MIRO"""	SAN MIGUEL	63				4	3	11	6	8	6	11	8	6																			
13081	CENTRO ESCOLAR UNI‡N PANAMERICANA	SAN MIGUEL	573				15	34	45	50	47	52	53	70	60	36	48	63																
13082	"COMPLEJO EDUCATIVO ""OFELIA HERRERA"""	SAN MIGUEL	2171			23	93	99	116	119	126	136	193	191	168	177	194	176	174	159	27													
13083	"COMPLEJO EDUCATIVO ""SOR CECILIA SANTILLANA AHUACTZIN"""	SAN MIGUEL	605				15	35	39	43	47	64	54	66	56	61	59	66																
13084	"CENTRO ESCOLAR ""JESUS ESCOBAR DE CARDENAS"""	SAN MIGUEL	558				16	32	34	35	45	45	69	62	47	66	58	49																
13085	"CENTRO ESCOLAR ""DOLORES SOUZA"""	SAN MIGUEL	375				18	17	34	24	38	27	31	37	44	33	38	34																
13086	"CENTRO ESCOLAR ""MARIA ESCOBAR GRANILLO"""	SAN MIGUEL	301				11	11	17	23	34	32	27	34	21	36	25	30																
13087	"COMPLEJO EDUCATIVO ""AMINTA DE MONTIEL"""	SAN MIGUEL	601				19	39	32	44	54	37	72	52	63	50	45	52	21	21														
13088	"CENTRO ESCOLAR ""CASERIO SANTA FIDELIA,  CANTON LA CANOA"""	SAN MIGUEL	46				5	5	7	4	4	4	9	6	2																			
13089	"CENTRO ESCOLAR ""DOLORES C. RETES"""	SAN MIGUEL	1081				43	59	55	94	84	82	119	100	101	111	117	116																
13090	"CENTRO ESCOLAR ""COLONIA LA CARMENZA, CANTON HATO NUEVO"""	SAN MIGUEL	225				9	13	19	17	25	26	22	15	24	15	27	13																
13091	"CENTRO ESCOLAR ""ABDON CORDERO"""	SAN MIGUEL	259				10	10	14	22	16	18	25	26	37	30	30	21																
13092	"CENTRO ESCOLAR ""PABLO J. AGUIRRE"""	SAN MIGUEL	642				23	36	39	57	60	50	69	62	54	79	55	58																
13093	"COMPLEJO EDUCATIVO ""CONFEDERACION SUIZA"""	SAN MIGUEL	890				26	35	45	49	49	66	73	70	68	82	62	82	100	75	8													
13094	"CENTRO ESCOLAR ""SAGRADO CORAZ‡N"""	SAN MIGUEL	639				9	18	14	52	66	58	68	61	64	81	68	80																
13095	"CENTRO ESCOLAR ""NI•O JESUS DE PRAGA"""	SAN MIGUEL	410				23	34	27	23	34	46	39	39	42	35	35	33																
13096	"CENTRO ESCOLAR ""CANTON LA PE•ITA"""	SAN MIGUEL	74				4	6	7	10	6	12	8	8	13																			
13097	"CENTRO ESCOLAR ""CANTON SANTA CLARA"""	SAN MIGUEL	137				6	8	11	11	13	7	17	16	15	10	13	10																
13098	"CENTRO ESCOLAR ""CANTON PIEDRA AZUL"""	SAN MIGUEL	315				2	14	18	28	27	13	38	41	25	43	35	31																
13099	"CENTRO ESCOLAR ""CANTON RODEO DE PEDRON"""	SAN MIGUEL	153				4	7	6	12	16	12	8	14	26	17	14	17																
13100	"CENTRO ESCOLAR ""CANTON LOS ZELAYA"""	SAN MIGUEL	116				6	7	11	9	7	7	8	10	11	12	17	11																
13101	"CENTRO ESCOLAR ""CASERIO LOS GIRON , CANTON PIEDRA AZUL"""	SAN MIGUEL	49					5	7	7	5	5	8	7	5																			
13102	"CENTRO ESCOLAR ""CASERIO LOS LEMUS, CANTON SANTA CLARA"""	SAN MIGUEL	71				2	4	8	6	7	8	6	8	5	6	6	5																
13104	"INSTITUTO NACIONAL ""JOHN F. KENNEDY """	SAN MIGUEL	262																144	101	17													
13105	"CENTRO ESCOLAR ""ALBERTO MASFERRER"""	SAN MIGUEL	396				21	20	28	30	40	30	48	32	42	39	28	38																
13106	"CENTRO ESCOLAR ""BARRIO LA MERCED"""	SAN MIGUEL	327				15	19	20	38	21	30	23	28	31	45	32	25																
13107	"CENTRO ESCOLAR ""PROFESOR JOSê OSCAR RIVERA QUINTANILLA"""	SAN MIGUEL	417				9	32	28	31	33	32	54	40	39	48	36	35																
13111	INSTITUTO NACIONAL DE SESORI	SAN MIGUEL	127																61	56	10													
13118	"CENTRO ESCOLAR ""CASERIO QUESERITA, CANTON MINITAS"""	SAN MIGUEL	48				5	4	4	3	3	8	6	8	7																			
13122	"CENTRO ESCOLAR ""DOCTOR MANUEL QUIJANO HERNANDEZ"""	SAN MIGUEL	467				13	26	28	31	38	40	60	50	44	52	50	35																
13125	"CENTRO ESCOLAR  ""CASERIO SAN  NICOLAS,  CANTON SAN SEBASTIAN"""	SAN MIGUEL	31				1	2	4	5	4	3	6	4	2																			
13126	"CENTRO ESCOLAR ""CANTON EL TIZATE"""	SAN MIGUEL	82				2	6	5	6	6	1	9	7	9	6	13	12																
13127	CENTRO ESCOLAR CANT‡N LOS PILONES	SAN MIGUEL	95				5	3	9	5	10	8	6	7	8	11	14	9																
13128	"CENTRO ESCOLAR ""CASERIO EL TABLON, CANTON RIO DE VARGAS"""	SAN MIGUEL	84				9	5	6	5	10	7	8	8	7	6	9	4																
13129	"INSTITUTO NACIONAL ""DE ULUAZAPA"""	SAN MIGUEL	148																60	62	26													
13130	"CENTRO ESCOLAR ""MARIA LUCINDA VARGAS"""	SAN MIGUEL	442				27	24	35	34	37	26	50	44	47	35	41	42																
13131	"CENTRO ESCOLAR ""CANTON JUAN YANES"""	SAN MIGUEL	103				3	7	3	7	9	7	13	15	9	15	9	6																
13132	"CENTRO ESCOLAR ""DE ARAMBALA"""	MORAZµN	149				8	5	7	10	11	11	15	21	10	20	13	18																
13136	"CENTRO ESCOLAR ""CASERIO MACULIS,CANTON ESTANCIA"""	MORAZµN	30					3	3	4	5	4	2	3	6																			
13139	"CENTRO ESCOLAR ""CASERIO LLANO EL NANCE, CANTON SUNSULACA"""	MORAZµN	23				2	1	2	1		5	8	2	2																			
13140	CENTRO ESCOLAR CRIST‡BAL MOLINA RUBIO	MORAZµN	39					1	3	1	4	2	5	3	4	4	3	9																
13141	"CENTRO ESCOLAR ""CASERIO ALBANIA, CANTON OCOTILLO"""	MORAZµN	18				1	3	4	4	1	1	1	1	2																			
13142	"CENTRO ESCOLAR ""JUAN MANUEL RODR÷GUEZ"""	MORAZµN	27				1	3	3	3	2	1	7	4	3																			
13144	"COMPLEJO EDUCATIVO ""NACIONES UNIDAS"""	MORAZµN	805				11	36	44	50	39	53	69	57	55	112	87	91	49	52														
13145	INSTITUTO NACIONAL DE  CORINTO	MORAZµN	281																145	113	23													
13148	"CENTRO ESCOLAR ""MIGUEL ANGEL BENITEZ FUENTES"""	MORAZµN	28				1	3	1	3		3	7	6	4																			
13156	ESCUELA DE EDUCACI‡N PARVULARIA  DE CORINTO	MORAZµN	125				24	43	58																									
13157	"CENTRO ESCOLAR ""CASERIO MATAPALO, CANTON CORRALITO"""	MORAZµN	196				2	11	13	15	14	21	25	22	17	18	20	18																
13158	"CENTRO ESCOLAR ""CASERIO GUACAMAYA, CANTON  LA LAGUNA"""	MORAZµN	92				4	3	5	13	7	10	11	8	7	4	10	10																
13160	"CENTRO ESCOLAR ""CANTON SAN FELIPE"""	MORAZµN	70				4	4	8	3	5	4	9	7	11	5	2	8																
13161	"CENTRO ESCOLAR ""DOCTOR ARTURO ROMERO"""	MORAZµN	661							48	77	75	95	96	57	79	67	67																
13162	"CENTRO ESCOLAR ""CANTON EL CHAPARRAL"""	MORAZµN	115					3	11	8	14	10	6	20	9	11	11	12																
13166	"CENTRO ESCOLAR ""CANTON EL PEDERNAL"""	MORAZµN	219							15	31	24	30	21	24	29	21	24																
13170	"CENTRO ESCOLAR ""DOCTOR DAVID TURCIOS""."	MORAZµN	597				16	19	39	48	44	45	49	75	61	75	71	55																
13171	"CENTRO ESCOLAR ""CASERIO LA COMIDERA, CANTON EL VOLCAN"""	MORAZµN	24				5	2	4	4	2	4	1	2																				
13172	"CENTRO ESCOLAR ""CASERIO LOS ARGUETA, CANTON LA CUCHILLA"""	MORAZµN	19				3	1	2	1	3	4	1	2	2																			
13173	"CENTRO ESCOLAR ""CASERIO LOS MAJANOS, CANTON EL VOLCAN"""	MORAZµN	49				3	9	5	4	6	6	5	7	4																			
13175	"COMPLEJO EDUCATIVO  ""BENITO NOLASCO"""	MORAZµN	479				13	22	45	23	32	32	51	39	42	48	65	48	9	10														
13177	INSTITUTO NACIONAL DE EL DIVISADERO	MORAZµN	92																41	39	12													
13178	"CENTRO ESCOLAR ""CANTON LOMA LARGA"""	MORAZµN	16				5	4	3	2		1	1																					
13179	"ESCUELA DE EDUCACION PARVULARIA ""CANTON SAN PEDRO RIO SECO"""	MORAZµN	33				9	7	17																									
13180	"CENTRO ESCOLAR ""CANTON LOMA TENDIDA"""	MORAZµN	88					5	2	9	7	5	12	5	13	4	12	14																
13181	"CENTRO ESCOLAR ""CANTON NOMBRE DE JESUS"""	MORAZµN	24				1	2	1	3	3	3	5	3	3																			
13182	"CENTRO ESCOLAR ""CANTON SANTA ANITA"""	MORAZµN	76				3	8	4	4	6	10	8	6	5	5	9	8																
13183	"CENTRO ESCOLAR ""CASERIO MONTECRISTO, CANTON LLANO SANTIAGO"""	MORAZµN	51				9	4	9	7	4	4	2	5	7																			
13184	"CENTRO ESCOLAR ""CANTON LLANO DE SANTIAGO"""	MORAZµN	213				13	11	12	17	5	19	23	29	22	20	25	17																
13185	"CENTRO ESCOLAR ""BACHILLER FELIPE CARLOS ROSA P."""	MORAZµN	24				3	3	5	5	3	4	1																					
13186	"CENTRO ESCOLAR ""CASERIO EL CARRIZAL, CANTON SAN PEDRO"""	MORAZµN	175				2	6	12	15	22	12	22	19	16	14	22	13																
13187	"CENTRO ESCOLAR ""CANTON SAN PEDRO RIO SECO"""	MORAZµN	205							18	26	20	20	24	32	18	21	26																
13188	"CENTRO ESCOLAR ""JORGE WASHINGTON"""	MORAZµN	254							23	21	19	33	35	23	34	27	39																
13189	"ESCUELA DE EDUCACION PARVULARIA ""DE EL DIVISADERO"""	MORAZµN	65				13	25	27																									
13190	"CENTRO ESCOLAR "" JACINTO FLORES"""	MORAZµN	33				2	5	3		7	4	4	3	5																			
13191	"COMPLEJO EDUCATIVO ""PRESB÷TERO JOSê SERAPIO PONCE DE LE‡N"""	MORAZµN	144				3	10	4	14	11	4	6	8	14	15	14	14	12	15														
13192	"CENTRO ESCOLAR ""JOSE MATIAS DELGADO"""	MORAZµN	290							27	28	23	30	29	20	46	40	47																
13193	"CENTRO ESCOLAR ""CASERIO PE•A BLANCA, CANTON LA JOYA"""	MORAZµN	57				1	7	3	7	8	6	7	4	14																			
13196	"CENTRO ESCOLAR ""CANTON MAIGUERA"""	MORAZµN	168					11	13	10	15	19	19	17	25	10	14	15																
13198	"CENTRO ESCOLAR ""GENERAL GERARDO BARRIOS"""	MORAZµN	453							43	51	38	56	45	51	64	45	60																
13199	"ESCUELA DE EDUCACION PARVULARIA ""DE GUATAJIAGUA"""	MORAZµN	134				27	54	53																									
13200	"CENTRO ESCOLAR ""CANTON SAN BARTOLO"""	MORAZµN	62				3	1	6	7		5	11	6	10	4	6	3																
13201	"CENTRO ESCOLAR ""CASERIO MAZALA, CANTON   VOLCANCILLO"""	MORAZµN	115				6	5	7	4	13	6	6	5	13	16	14	20																
13202	"COMPLEJO EDUCATIVO ""GENERAL MANUEL JOSê ARCE"""	MORAZµN	443				13	26	28	25	30	27	39	21	21	62	57	34	22	22	16													
13203	"CENTRO ESCOLAR ""CASERIO LOS QUEBRACHOS, CANTON EL RODEO"""	MORAZµN	34				5	2	4	5	8	1	4	2	3																			
13205	"COMPLEJO EDUCATIVO ""FLORINDA DE JUAREZ ALEMAN"""	MORAZµN	300				7	11	14	16	13	13	25	28	22	25	31	29	25	24	17													
13206	"INSTITUTO NACIONAL ""PROFESOR JOSE LUIS LOPEZ"""	MORAZµN	264																116	118	30													
13207	"ESCUELA DE EDUCACION PARVULARIA "" SAN SEBASTIAN MARTIR """	SAN SALVADOR	22				9	7	6																									
13208	"CENTRO ESCOLAR ""SILVERIA LAZO VIUDA DE µLVAREZ"""	MORAZµN	124				2	8	10	13	7	8	10	13	12	15	17	9																
13209	"CENTRO ESCOLAR ""RENê BEN÷TEZ PRUDENCIO"""	MORAZµN	141				4	9	7	12	10	10	14	7	10	22	11	25																
13210	"CENTRO ESCOLAR ""CANTON LA LAGUNETAS"""	MORAZµN	110				1	5	5	12	11	4	9	18	7	12	14	12																
13211	"CENTRO ESCOLAR ""CASERIO LOS ROMERO CANTON, LAS MARIAS"""	MORAZµN	46				2	4	3	5	5	8	7	5	1	4	1	1																
13212	"CENTRO ESCOLAR ""CASERIO LAS MARILLITAS, CANTON SAN FELIPE"""	MORAZµN	8						1	3	1		3																					
13213	"CENTRO ESCOLAR ""JUAN MANUEL RODR÷GUEZ"""	MORAZµN	115				11	6	9	12	11	12	9	10	10	7	10	8																
13214	"CENTRO ESCOLAR ""CANTON SAN JUAN"""	MORAZµN	60					7	3	3	4	2	4	6	8	9	6	8																
13216	"CENTRO ESCOLAR ""CANTON FLAMENCO"""	MORAZµN	111				5	9	5	12	12	13	12	7	11	8	6	11																
13217	"ESCUELA DE EDUCACION PARVULARIA ""CAROLINA KENNEDY"""	MORAZµN	81				21	35	25																									
13218	"CENTRO ESCOLAR ""GENERAL FRANCISCO MORAZAN"""	MORAZµN	377							40	44	48	34	34	43	41	50	43																
13219	"CENTRO ESCOLAR ""CASERIO LAS CRUCES, CANTON HUALINDO"""	MORAZµN	60				5	5	9	5	10	4	10	4	8																			
13220	"CENTRO ESCOLAR ""CASERIO  HUALINDO CENTRO, CANTON HUALINDO"""	MORAZµN	43				2	4	8	10	5	1	5	6	2																			
13221	"CENTRO ESCOLAR "" CASERIO VALLE NUEVO, CANTON HUALINDO"""	MORAZµN	9				2	1		4	1	1																						
13222	CENTRO ESCOLAR DE LOLOTIQUILLO	MORAZµN	317							24	27	25	33	37	24	49	35	24	24	15														
13223	"CENTRO ESCOLAR ""CANTON HUALINDO"""	MORAZµN	161				6	16	15	13	9	12	21	13	17	14	15	10																
13224	"CENTRO ESCOLAR ""CANTON LA MANZANILLA"""	MORAZµN	47				4	9	1	3	1	7	9	5	8																			
13229	"INSTITUTO NACIONAL "" SEGUNDO MONTES"""	MORAZµN	366																165	106	95													
13230	"ESCUELA DE EDUCACI‡N PARVULARIA ""SERGIO ROMERO"""	CHALATENANGO	47			16	12	11	8																									
13231	"CENTRO ESCOLAR ""JOSE SIMEON CA•AS"""	MORAZµN	154				6	16	3	14	10	12	11	12	6	27	17	20																
13232	"CENTRO ESCOLAR ""CANTON   SOLEDAD"""	MORAZµN	19				2	2	1	6	4		2	1	1																			
13235	"CENTRO ESCOLAR ""CANTON LA MONTA•ITA"""	MORAZµN	205				14	16	13	6	16	15	25	24	22	16	26	12																
13236	"CENTRO ESCOLAR ""CANTON LLANO ALEGRE"""	MORAZµN	184				11	6	10	13	13	24	22	22	19	17	16	11																
13238	CENTRO ESCOLAR PROFESOR EMNER ABILIO ROMERO	MORAZµN	231				17	11	16	20	23	24	24	24	23	13	13	23																
13239	"CENTRO ESCOLAR ""CANTON  CERRO EL COYOL"""	MORAZµN	30				5	4	4	3	4	5	2	3																				
13241	"CENTRO ESCOLAR ""BENITO JUAREZ"""	MORAZµN	267							35	35	18	23	29	28	34	27	38																
13242	"CENTRO ESCOLAR "" UNI‡N PANAMERICANA"""	MORAZµN	435				8	8	17	34	32	37	39	38	43	61	69	49																
13243	"CENTRO ESCOLAR ""CASERIO LA TEJERA, CANTON CASA BLANCA"""	MORAZµN	50				4	2	4	9	6	5	3	11	6																			
13246	"COMPLEJO EDUCATIVO ""ASENTAMIENTO SANTA BµRBARA, CANT‡N SAN MARCOS"""	MORAZµN	319				14	20	23	20	23	24	28	30	30	21	21	23	20	22														
13247	"CENTRO ESCOLAR ""CANTON SANTA MARTA"""	MORAZµN	8					2	1			2	2	1																				
13248	"CENTRO ESCOLAR ""CANTON VALLE NUEVO"""	MORAZµN	6					1	3					2																				
13249	"CENTRO ESCOLAR ""LICENCIADO JUAN JOSê GUZMµN """	MORAZµN	373							24	37	27	39	44	35	57	40	43	16	11														
13250	"ESCUELA DE EDUCACION PARVULARIA ""DE SAN CARLOS"""	MORAZµN	53				11	22	20																									
13252	COMPLEJO EDUCATIVO  DE SAN FERNANDO	MORAZµN	145				8	2	1	8	9	10	6	6	11	21	10	15	23	15														
13253	"CENTRO ESCOLAR ""ASENTAMIENTO EL CAMPO"""	MORAZµN	11				1	2	2	1	1	2		1	1																			
13254	"ESCUELA DE EDUCACI‡N ESPECIAL ""SAN FRANCISCO DE AS÷S"""	MORAZµN	51						1					2	3							2	3	9	2	4	4	4	4	4	5	1	2	1
13255	"INSTITUTO NACIONAL ""14 DE JULIO DE 1875"""	MORAZµN	1086																464	388	234													
13257	"CENTRO ESCOLAR ""CASERIO BARBA ROJA, CANTON SAN JOSE"""	MORAZµN	10					1	1	3		3		1	1																			
13258	"CENTRO ESCOLAR ""COLONIA LAS FLORES"""	MORAZµN	235				5	12	12	12	25	19	23	31	29	31	9	27																
13259	"CENTRO ESCOLAR ""CASERIO LOS ROMEROS, CANTON EL TRIUNFO"""	MORAZµN	146				8	7	9	11	10	16	25	10	17	8	14	11																
13260	"CENTRO ESCOLAR ""ASENTAMIENTO SAN JOSê"""	MORAZµN	49				3	7	4	7	6	2	10	4	6																			
13261	"CENTRO ESCOLAR ""CANTON EL NORTE"""	MORAZµN	152				10	9	13	9	7	20	16	15	10	15	19	9																
13262	"CENTRO ESCOLAR ""PROFESORA JOSEFA VALLE DE FUENTES"""	MORAZµN	157				9	12	11	13	15	14	13	15	16	18	9	12																
13263	"CENTRO ESCOLAR ""CANTON CACAHUATALEJO"""	MORAZµN	132				3	6	13	14	14	5	12	16	12	15	10	12																
13264	"ESCUELA DE EDUCACI‡N PARVULARIA  ""SAN FRANCISCO GOTERA"""	MORAZµN	196				53	74	69																									
13265	"CENTRO ESCOLAR ""CANTON SAN JOSE"""	MORAZµN	232				15	17	16	22	16	26	23	23	20	20	18	16																
13266	"CENTRO ESCOLAR ""CANTON EL TRIUNFO"""	MORAZµN	91				4	5	8	7	8	7	11	15	1	10	7	8																
13267	"CENTRO ESCOLAR ""FELIPE SOTO"""	MORAZµN	110				8		7	6	6	9	14	11	15	11	11	12																
13268	"COMPLEJO EDUCATIVO ""SAN FRANCISCO GOTERA"""	MORAZµN	614				6	12	22	71	67	40	61	63	61	54	72	73		7	5													
13269	"CENTRO ESCOLAR ""PRESBITERO NORBERTO CRUZ"""	MORAZµN	941				23	27	37	63	60	87	105	104	94	105	122	114																
13270	"CENTRO ESCOLAR ""GENERAL FRANCISCO MORAZAN"""	MORAZµN	210							15	20	29	27	21	19	31	26	22																
13273	"CENTRO ESCOLAR ""ALBERTO MASFERRER"""	MORAZµN	337							24	12	28	38	48	39	54	49	45																
13274	CENTRO ESCOLAR CANTON POTRERO DE ADENTRO	MORAZµN	176				10	6	14	11	20	15	24	20	17	14	10	15																
13277	"CENTRO ESCOLAR ""CANTON LAS QUEBRADAS"""	MORAZµN	212				18	15	19	13	10	21	14	27	17	17	24	17																
13278	"CENTRO ESCOLAR ""CANTON SAN FRANCISCO"""	MORAZµN	50				5	7	4	5	5	7	7	8	2																			
13279	"ESCUELA DE EDUCACION PARVULARIA ""DE SAN SIMON"""	MORAZµN	64				15	27	22																									
13280	CENTRO ESCOLAR CASERIO EL JUNQUILLO, CANTON LAS QUEBRADAS	MORAZµN	287				9	26	17	20	16	28	30	48	39	19	16	19																
13281	"CENTRO ESCOLAR ""CASERIO POTRERILLO, CANTON VALLE GRANDE"""	MORAZµN	77				4	7	8	6	7	13	6	14	12																			
13282	"CENTRO ESCOLAR ""CASERIO LOS CORRALES, CANTON VALLE GRANDE"""	MORAZµN	35				1	1	2	5	4	4	8	4	6																			
13283	INSTITUTO NACIONAL DE SAN SIM‡N	MORAZµN	236																87	102	47													
13284	"CENTRO ESCOLAR ""DE SENSEMBRA"""	MORAZµN	120				2	9	7	8	7	15	10	8	9	11	19	15																
13285	"CENTRO ESCOLAR ""CANTON EL RODEO"""	MORAZµN	124				5	9	5	12	9	10	19	14	9	11	13	8																
13286	"CENTRO ESCOLAR ""CANTON EL LIMON"""	MORAZµN	14				1	2			2	2	2	3	2																			
13287	"CENTRO ESCOLAR ""CASERIO GUARUMAL, CANTON EL LIMON"""	MORAZµN	80				9	2	4	6	5	6	7	12	6	7	8	8																
